fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
37	76	0.487	8	24	0.333	27	35	0.771	5	28	33	27	16	5	17	20	109	19834	 00-01 
36	77	0.468	10	23	0.435	20	31	0.645	7	30	37	24	7	3	13	12	102	18118	 01-01 
40	90	0.444	9	22	0.409	14	26	0.538	10	42	52	26	9	3	11	22	103	18997	 01-02 
39	81	0.481	8	22	0.364	19	26	0.731	9	27	36	26	11	7	14	15	105	13506	 02-02 
43	94	0.457	8	26	0.308	13	19	0.684	13	33	46	31	11	9	11	23	107	15404	 02-03 
43	90	0.478	6	19	0.316	12	17	0.706	7	32	39	36	9	6	12	15	104	15189	 03-03 
35	76	0.461	10	27	0.37	23	28	0.821	6	35	41	26	7	3	13	22	103	13996	 04-03 
35	77	0.455	5	24	0.208	16	21	0.762	8	39	47	22	1	6	15	15	91	15057	 04-04 
39	81	0.481	10	23	0.435	25	31	0.806	6	37	43	25	6	5	15	23	113	12070	 05-04 
44	78	0.564	9	22	0.409	13	17	0.765	5	31	36	20	9	4	13	15	110	19812	 06-04 
33	74	0.446	11	24	0.458	11	15	0.733	13	26	39	22	8	3	24	21	88	19600	 06-05 
36	71	0.507	4	15	0.267	17	24	0.708	5	33	38	23	11	8	21	12	93	13167	 07-05 
37	85	0.435	8	23	0.348	14	21	0.667	11	35	46	20	10	2	14	14	96	13467	 08-05 
36	93	0.387	5	20	0.25	10	12	0.833	12	26	38	23	8	3	8	26	87	15189	 08-06 
30	73	0.411	9	22	0.409	23	27	0.852	4	31	35	22	7	5	14	19	92	13164	 08-07 
32	75	0.427	8	22	0.364	12	15	0.8	6	26	32	21	8	4	18	24	84	18051	 08-08 
31	73	0.425	3	15	0.2	23	30	0.767	9	34	43	19	10	4	16	16	88	15463	 09-08 
36	81	0.444	7	17	0.412	22	26	0.846	9	31	40	19	7	6	16	18	101	14280	 09-09 
42	96	0.438	11	31	0.355	5	5	1	10	29	39	22	10	2	10	19	100	17318	 09-10 
42	82	0.512	12	23	0.522	11	16	0.688	8	32	40	28	4	4	11	22	107	12020	 10-10 
47	91	0.516	8	23	0.348	6	11	0.545	14	36	50	31	6	3	12	18	108	13282	 11-10 
31	87	0.356	9	26	0.346	21	27	0.778	12	33	45	24	10	5	15	22	92	12503	 11-11 
38	89	0.427	7	21	0.333	18	24	0.75	11	35	46	27	10	1	15	14	101	11251	 12-11 
40	66	0.606	15	32	0.469	11	11	1	6	28	34	22	6	1	27	24	106	19812	 12-12 
45	92	0.489	11	27	0.407	13	15	0.867	15	29	44	34	10	6	10	18	114	15146	 13-12 
47	81	0.58	15	25	0.6	15	18	0.833	9	35	44	38	7	6	16	21	124	10185	 14-12 
45	86	0.523	10	26	0.385	18	24	0.75	10	36	46	32	10	7	10	20	118	11150	 15-12 
44	91	0.484	17	34	0.5	14	19	0.737	13	33	46	29	7	4	18	26	119	20204	 15-13 
51	103	0.495	11	34	0.324	14	19	0.737	10	32	42	33	13	5	21	24	127	18682	 16-13 
37	91	0.407	16	39	0.41	28	34	0.824	6	46	52	29	8	6	12	16	118	15180	 17-13 
36	81	0.444	15	39	0.385	15	21	0.714	7	29	36	20	9	3	13	23	102	15415	 17-14 
33	91	0.363	5	29	0.172	21	25	0.84	15	36	51	21	7	4	14	15	92	18624	 18-14 
37	80	0.463	10	31	0.323	16	19	0.842	7	34	41	23	15	4	19	19	100	15210	 18-15 
32	86	0.372	8	28	0.286	12	14	0.857	17	26	43	21	9	8	15	20	84	21539	 18-16 
27	70	0.386	8	24	0.333	24	26	0.923	10	29	39	21	5	4	18	23	86	15326	 18-17 
34	75	0.453	10	23	0.435	19	22	0.864	6	28	34	27	8	3	10	14	97	15169	 19-17 
32	86	0.372	9	32	0.281	10	11	0.909	13	27	40	25	9	5	12	17	83	13115	 20-17 
38	80	0.475	9	27	0.333	16	24	0.667	9	29	38	25	9	2	15	16	101	16841	 20-18 
40	81	0.494	8	25	0.32	22	22	1	7	21	28	26	10	7	15	12	110	18689	 20-19 
42	81	0.519	12	31	0.387	25	27	0.926	7	31	38	33	8	1	13	26	121	19262	 21-19 
41	83	0.494	9	25	0.36	21	24	0.875	8	34	42	26	11	7	17	13	112	16713	 22-19 
29	76	0.382	2	13	0.154	19	27	0.704	9	27	36	18	13	6	17	17	79	17601	 22-20 
40	76	0.526	13	26	0.5	19	25	0.76	4	31	35	26	10	2	13	19	112	15879	 23-20 
43	88	0.489	12	25	0.48	11	12	0.917	15	25	40	25	8	2	15	17	109	18203	 23-21 
45	89	0.506	8	16	0.5	27	34	0.794	9	37	46	36	15	4	18	22	125	14702	 24-21 
43	92	0.467	9	23	0.391	25	30	0.833	15	33	48	30	12	4	13	27	120	13018	 25-21 
33	76	0.434	7	25	0.28	12	15	0.8	7	31	38	26	8	4	18	19	85	15374	 25-22 
38	84	0.452	14	30	0.467	10	14	0.714	7	31	38	29	7	7	9	16	100	16232	 25-23 
30	70	0.429	8	20	0.4	8	15	0.533	7	35	42	21	10	3	21	10	76	15190	 25-24 
35	80	0.438	10	23	0.435	5	9	0.556	5	23	28	21	9	6	10	16	85	21325	 25-25 
30	78	0.385	4	20	0.2	19	23	0.826	8	37	45	24	5	0	15	21	83	17121	 25-26 
37	77	0.481	12	26	0.462	12	19	0.632	12	32	44	26	9	3	22	22	98	18165	 25-27 
33	73	0.452	6	16	0.375	25	30	0.833	5	33	38	20	5	1	16	11	97	13529	 25-28 
40	88	0.455	13	31	0.419	14	20	0.7	12	29	41	25	7	4	10	22	107	18053	 25-29 
