fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
36	93	0.387	9	19	0.474	6	10	0.6	13	26	39	17	10	6	17	26	87	18165	 00-01 
47	100	0.47	10	27	0.37	11	18	0.611	14	40	54	21	7	6	18	29	115	17988	 00-02 
39	70	0.557	11	22	0.5	21	27	0.778	5	39	44	22	11	7	18	19	110	18846	 01-02 
42	89	0.472	7	17	0.412	16	22	0.727	13	41	54	19	7	4	15	19	107	15297	 02-02 
40	82	0.488	5	16	0.313	13	17	0.765	7	44	51	21	7	4	15	17	98	15807	 03-02 
33	83	0.398	4	20	0.2	19	29	0.655	16	40	56	19	4	4	20	24	89	17555	 03-03 
38	82	0.463	8	17	0.471	10	18	0.556	9	27	36	22	9	2	17	24	94	15189	 03-04 
39	85	0.459	7	18	0.389	20	23	0.87	14	23	37	27	7	4	18	18	105	18624	 03-05 
35	82	0.427	9	26	0.346	15	21	0.714	13	32	45	20	7	8	15	17	94	13588	 04-05 
37	70	0.529	4	15	0.267	22	28	0.786	5	35	40	22	4	1	17	21	100	15039	 04-06 
29	71	0.408	15	29	0.517	19	21	0.905	7	18	25	19	13	5	24	23	92	17256	 04-07 
34	73	0.466	10	23	0.435	21	29	0.724	10	31	41	19	8	3	16	23	99	19647	 04-08 
39	84	0.464	6	21	0.286	12	14	0.857	7	34	41	24	4	5	12	15	96	15785	 04-09 
42	83	0.506	8	22	0.364	17	20	0.85	6	37	43	29	8	3	12	20	109	13164	 05-09 
43	82	0.524	4	19	0.211	15	21	0.714	7	38	45	22	10	6	17	16	105	15839	 06-09 
34	78	0.436	9	19	0.474	14	15	0.933	4	24	28	20	8	5	15	13	91	15159	 06-10 
30	77	0.39	3	15	0.2	17	19	0.895	9	31	40	14	9	4	16	24	80	12809	 06-11 
47	94	0.5	6	26	0.231	25	32	0.781	8	26	34	28	13	3	18	27	125	10061	 06-12 
30	70	0.429	10	25	0.4	13	20	0.65	4	27	31	19	5	3	12	19	83	19812	 06-13 
32	93	0.344	8	29	0.276	16	28	0.571	15	28	43	14	13	7	7	29	88	16407	 06-14 
30	75	0.4	6	22	0.273	19	20	0.95	3	32	35	12	7	8	12	15	85	13511	 06-15 
38	90	0.422	7	19	0.368	9	9	1	14	38	52	18	6	4	14	17	92	11377	 07-15 
37	85	0.435	11	30	0.367	15	16	0.938	8	37	45	22	7	5	12	21	100	16119	 07-16 
37	82	0.451	7	24	0.292	17	26	0.654	9	36	45	19	7	2	14	18	98	18203	 07-17 
33	83	0.398	5	12	0.417	12	16	0.75	9	45	54	21	4	3	11	20	83	21200	 08-17 
28	86	0.326	7	15	0.467	19	20	0.95	13	35	48	12	7	6	10	18	82	15574	 08-18 
39	82	0.476	8	20	0.4	14	23	0.609	11	31	42	17	8	6	17	24	100	14283	 08-19 
37	89	0.416	8	25	0.32	16	22	0.727	12	32	44	24	4	4	9	21	98	15105	 08-20 
45	85	0.529	4	14	0.286	15	23	0.652	12	37	49	26	10	2	13	19	109	16464	 09-20 
41	74	0.554	8	21	0.381	19	24	0.792	4	36	40	30	10	3	17	20	109	15415	 10-20 
34	89	0.382	5	19	0.263	8	13	0.615	9	28	37	19	7	3	9	13	81	15062	 10-21 
32	84	0.381	7	25	0.28	10	18	0.556	8	41	49	21	5	12	14	20	81	14248	 10-22 
33	80	0.413	8	26	0.308	20	24	0.833	12	29	41	16	6	3	15	24	94	18846	 10-23 
30	84	0.357	7	19	0.368	14	21	0.667	15	35	50	15	8	1	17	20	81	19060	 10-24 
33	83	0.398	7	20	0.35	21	27	0.778	10	32	42	21	5	2	9	12	94	18949	 10-25 
26	78	0.333	8	27	0.296	23	29	0.793	11	26	37	15	9	2	13	19	83	15694	 10-26 
37	84	0.44	4	20	0.2	16	23	0.696	8	32	40	23	4	4	11	19	94	17947	 10-27 
34	76	0.447	7	24	0.292	13	16	0.813	8	29	37	18	8	1	15	18	88	19695	 10-28 
53	104	0.51	6	26	0.231	13	16	0.813	8	44	52	24	9	5	18	28	125	16489	 10-29 
38	82	0.463	10	25	0.4	15	21	0.714	6	32	38	25	5	6	14	22	101	16164	 10-30 
30	71	0.423	4	15	0.267	29	36	0.806	11	38	49	20	6	5	17	18	93	17548	 11-30 
33	72	0.458	7	19	0.368	17	23	0.739	6	31	37	23	5	2	13	14	90	15482	 11-31 
41	83	0.494	6	12	0.5	21	24	0.875	6	27	33	24	7	1	14	23	109	16713	 11-32 
39	81	0.481	9	17	0.529	27	34	0.794	8	43	51	24	10	3	15	20	114	16101	 12-32 
36	77	0.468	3	15	0.2	17	19	0.895	4	28	32	15	7	2	16	24	92	17197	 12-33 
32	77	0.416	8	20	0.4	15	25	0.6	8	32	40	19	10	2	15	17	87	11534	 12-34 
28	84	0.333	6	19	0.316	21	26	0.808	10	29	39	17	10	5	6	14	83	17694	 12-35 
43	83	0.518	7	16	0.438	20	25	0.8	6	38	44	27	10	4	15	22	113	17292	 13-35 
33	80	0.413	5	14	0.357	18	22	0.818	13	26	39	18	9	4	14	13	89	18624	 13-36 
33	83	0.398	7	16	0.438	6	10	0.6	9	29	38	21	5	4	13	18	79	16266	 13-37 
44	89	0.494	6	18	0.333	18	20	0.9	12	32	44	29	10	8	11	20	112	15166	 14-37 
38	80	0.475	5	12	0.417	22	26	0.846	10	26	36	25	10	2	9	13	103	15595	 15-37 
34	83	0.41	5	12	0.417	20	26	0.769	11	37	48	13	9	1	13	16	93	16366	 16-37 
34	83	0.41	4	13	0.308	9	10	0.9	15	27	42	18	3	9	13	13	81	15310	 16-38 
40	80	0.5	11	25	0.44	9	16	0.563	7	30	37	26	8	8	14	24	100	11106	 16-39 
35	89	0.393	6	22	0.273	17	24	0.708	10	35	45	21	7	2	6	25	93	16539	 16-40 
49	99	0.495	9	16	0.563	22	26	0.846	7	42	49	29	7	3	11	19	129	16498	 17-40 
36	87	0.414	5	14	0.357	13	17	0.765	9	23	32	20	14	2	9	25	90	17435	 17-41 
43	86	0.5	8	25	0.32	12	14	0.857	15	30	45	24	5	3	17	26	106	13306	 17-42 
39	94	0.415	9	18	0.5	14	16	0.875	10	45	55	23	6	10	10	21	101	12817	 18-42 
36	83	0.434	4	18	0.222	22	29	0.759	15	24	39	18	9	1	12	19	98	19834	 18-43 
35	83	0.422	1	13	0.077	21	27	0.778	11	36	47	17	12	6	13	20	92	16704	 19-43 
38	84	0.452	3	14	0.214	10	12	0.833	9	25	34	23	14	6	17	26	89	16012	 19-44 
46	96	0.479	7	18	0.389	13	17	0.765	12	33	45	24	8	4	9	26	112	18581	 19-45 
42	88	0.477	9	23	0.391	5	8	0.625	12	31	43	23	6	2	17	22	98	10114	 19-46 
45	93	0.484	9	24	0.375	13	13	1	7	31	38	23	6	6	8	23	112	16097	 19-47 
43	97	0.443	7	25	0.28	8	10	0.8	9	37	46	26	6	6	14	24	101	16011	 19-48 
35	77	0.455	4	13	0.308	15	20	0.75	5	35	40	22	2	2	16	17	89	19596	 19-49 
32	80	0.4	6	13	0.462	23	30	0.767	13	30	43	18	9	3	19	15	93	17508	 19-50 
31	79	0.392	7	17	0.412	19	24	0.792	6	39	45	20	7	5	13	23	88	19228	 19-51 
37	82	0.451	6	19	0.316	14	17	0.824	13	33	46	26	5	3	18	24	94	17803	 19-52 
37	85	0.435	6	17	0.353	15	22	0.682	16	34	50	19	10	3	13	16	95	17896	 20-52 
39	87	0.448	6	18	0.333	26	35	0.743	19	38	57	17	6	6	17	14	110	16003	 21-52 
38	69	0.551	7	19	0.368	10	14	0.714	6	27	33	24	6	4	18	23	93	16018	 21-53 
35	79	0.443	11	28	0.393	17	20	0.85	9	25	34	21	6	4	17	21	98	16092	 21-54 
31	87	0.356	3	11	0.273	15	18	0.833	14	29	43	15	8	10	13	25	80	17708	 21-55 
43	79	0.544	9	17	0.529	5	9	0.556	13	27	40	29	7	4	22	23	100	16992	 22-55 
43	77	0.558	11	24	0.458	18	30	0.6	11	30	41	26	10	5	14	24	115	16085	 23-55 
32	77	0.416	4	19	0.211	18	24	0.75	10	32	42	21	9	5	16	31	86	17009	 23-56 
35	74	0.473	8	20	0.4	10	14	0.714	8	23	31	22	13	2	19	23	88	17732	 23-57 
36	72	0.5	7	15	0.467	16	19	0.842	4	28	32	26	4	6	16	27	95	22087	 23-58 
32	79	0.405	5	15	0.333	17	24	0.708	9	31	40	14	9	5	10	16	86	18846	 23-59 
