fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
39	78	0.5	9	24	0.375	26	33	0.788	12	32	44	24	6	4	18	27	113	19258	 01-00 
42	89	0.472	7	21	0.333	17	24	0.708	15	26	41	21	10	6	19	26	108	18119	 01-01 
34	76	0.447	2	13	0.154	17	29	0.586	15	29	44	16	15	7	21	15	87	14978	 02-01 
33	87	0.379	5	25	0.2	20	25	0.8	13	29	42	13	10	6	14	24	91	13401	 02-02 
39	91	0.429	11	31	0.355	21	27	0.778	16	26	42	22	10	6	13	27	110	15624	 02-03 
42	91	0.462	3	14	0.214	16	21	0.762	18	24	42	20	10	2	8	13	103	18834	 02-04 
37	87	0.425	3	18	0.167	18	27	0.667	16	18	34	16	12	4	12	25	95	19596	 02-05 
38	85	0.447	6	23	0.261	15	24	0.625	13	33	46	26	10	6	12	20	97	17317	 03-05 
42	87	0.483	8	23	0.348	7	17	0.412	12	27	39	24	7	3	14	10	99	18997	 03-06 
35	70	0.5	7	19	0.368	15	21	0.714	10	27	37	19	6	4	15	20	92	13213	 04-06 
35	87	0.402	6	22	0.273	9	12	0.75	15	28	43	17	13	5	15	21	85	13167	 04-07 
36	84	0.429	3	13	0.231	14	22	0.636	11	41	52	19	8	7	15	16	89	13467	 04-08 
38	80	0.475	5	17	0.294	28	40	0.7	13	31	44	20	9	3	9	19	109	17732	 05-08 
43	80	0.538	12	29	0.414	15	23	0.652	5	32	37	28	11	1	10	24	113	12150	 06-08 
34	77	0.442	2	12	0.167	9	19	0.474	12	26	38	12	11	4	15	19	79	14228	 06-09 
44	100	0.44	1	8	0.125	13	25	0.52	22	33	55	25	10	3	13	22	102	15202	 06-10 
41	89	0.461	10	28	0.357	23	39	0.59	16	41	57	26	12	7	23	20	115	14107	 07-10 
41	80	0.513	7	16	0.438	18	26	0.692	13	33	46	21	11	5	18	19	107	19741	 08-10 
33	86	0.384	7	21	0.333	32	42	0.762	21	34	55	21	7	11	15	21	105	12835	 09-10 
34	80	0.425	12	19	0.632	12	15	0.8	13	38	51	15	8	9	18	20	92	21737	 10-10 
36	85	0.424	7	20	0.35	16	22	0.727	16	27	43	17	10	2	17	21	95	18034	 10-11 
39	83	0.47	8	28	0.286	8	16	0.5	11	28	39	22	4	5	20	24	94	11251	 10-12 
42	96	0.438	5	21	0.238	17	27	0.63	15	28	43	17	10	6	13	19	106	14517	 10-13 
39	83	0.47	3	10	0.3	22	31	0.71	9	34	43	23	2	4	13	21	103	15159	 11-13 
44	94	0.468	3	15	0.2	18	27	0.667	18	35	53	19	5	5	14	22	109	13003	 11-14 
38	88	0.432	7	20	0.35	18	28	0.643	20	35	55	14	3	7	8	20	101	15443	 12-14 
41	88	0.466	10	27	0.37	15	20	0.75	13	23	36	22	14	4	16	18	107	17101	 13-14 
42	90	0.467	12	23	0.522	10	17	0.588	18	26	44	18	7	10	17	17	106	12453	 13-15 
40	89	0.449	1	12	0.083	16	26	0.615	11	26	37	22	8	8	8	17	97	14606	 13-16 
46	96	0.479	10	24	0.417	13	18	0.722	18	32	50	27	11	5	14	20	115	19215	 14-16 
39	95	0.411	5	18	0.278	9	18	0.5	19	29	48	16	6	5	15	22	92	16464	 14-17 
31	77	0.403	7	21	0.333	13	17	0.765	11	27	38	20	9	5	22	18	82	19336	 14-18 
36	82	0.439	6	20	0.3	21	35	0.6	18	25	43	26	9	2	16	24	99	15050	 14-19 
35	86	0.407	4	17	0.235	10	20	0.5	12	31	43	23	4	5	11	20	84	14134	 14-20 
32	86	0.372	3	19	0.158	18	23	0.783	16	38	54	19	8	4	16	20	85	19812	 14-21 
34	86	0.395	4	16	0.25	19	35	0.543	11	36	47	20	7	5	15	26	91	16194	 14-22 
40	94	0.426	11	30	0.367	23	33	0.697	25	37	62	24	12	14	18	19	114	13742	 15-22 
44	94	0.468	3	17	0.176	19	27	0.704	20	39	59	32	7	7	15	19	110	15224	 16-22 
32	74	0.432	4	16	0.25	21	31	0.677	8	24	32	15	5	3	15	19	89	18528	 16-23 
40	81	0.494	6	21	0.286	18	31	0.581	11	33	44	17	9	3	14	24	104	17039	 17-23 
40	79	0.506	2	14	0.143	21	29	0.724	8	22	30	17	10	4	12	28	103	17417	 17-24 
36	84	0.429	4	15	0.267	25	34	0.735	9	31	40	21	11	4	14	15	101	11266	 17-25 
37	85	0.435	6	18	0.333	21	28	0.75	17	27	44	18	11	4	16	21	101	14107	 17-26 
43	91	0.473	4	13	0.308	16	28	0.571	17	24	41	18	10	0	12	21	106	19662	 17-27 
39	86	0.453	6	20	0.3	19	28	0.679	17	39	56	22	7	7	15	20	103	11534	 18-27 
41	92	0.446	7	25	0.28	24	40	0.6	23	35	58	23	12	8	16	20	113	16649	 19-27 
34	83	0.41	6	18	0.333	22	29	0.759	19	32	51	19	11	4	21	20	96	19802	 19-28 
39	85	0.459	6	20	0.3	14	23	0.609	11	25	36	19	8	4	15	20	98	15166	 19-29 
43	84	0.512	9	17	0.529	16	24	0.667	15	42	57	26	10	9	22	19	111	13727	 20-29 
50	98	0.51	8	20	0.4	18	23	0.783	13	27	40	28	11	5	10	16	126	15870	 21-29 
43	90	0.478	5	16	0.313	18	26	0.692	18	24	42	16	13	4	11	19	109	13628	 22-29 
33	83	0.398	4	23	0.174	19	27	0.704	15	38	53	21	5	5	16	24	89	13184	 22-30 
39	98	0.398	5	16	0.313	13	23	0.565	16	36	52	20	6	3	7	24	96	11285	 22-31 
38	90	0.422	8	18	0.444	14	20	0.7	7	24	31	20	8	5	9	20	98	14400	 22-32 
47	87	0.54	8	20	0.4	13	29	0.448	16	30	46	32	6	5	11	20	115	18053	 23-32 
40	82	0.488	2	11	0.182	20	30	0.667	9	30	39	21	7	6	10	19	102	15213	 23-33 
40	99	0.404	4	13	0.308	12	18	0.667	16	29	45	26	7	6	8	23	96	14071	 23-34 
45	90	0.5	5	10	0.5	15	17	0.882	9	28	37	24	10	4	13	19	110	18581	 23-35 
45	100	0.45	4	19	0.211	16	19	0.842	20	27	47	22	11	7	13	24	110	18330	 23-36 
35	83	0.422	4	12	0.333	22	30	0.733	15	39	54	21	11	4	16	14	96	14742	 24-36 
39	87	0.448	2	11	0.182	14	17	0.824	8	24	32	25	5	6	7	12	94	14007	 24-37 
38	94	0.404	4	13	0.308	21	30	0.7	19	36	55	17	6	4	12	23	101	16242	 24-38 
40	86	0.465	4	15	0.267	27	39	0.692	19	35	54	17	3	5	16	20	111	18624	 24-39 
38	87	0.437	7	18	0.389	16	19	0.842	10	37	47	26	9	7	11	24	99	15234	 25-39 
34	78	0.436	9	22	0.409	10	24	0.417	9	30	39	15	8	3	16	17	87	18247	 25-40 
37	91	0.407	7	23	0.304	23	30	0.767	8	36	44	24	9	7	11	21	104	17440	 25-41 
43	95	0.453	10	26	0.385	13	19	0.684	12	31	43	22	8	4	12	20	109	16671	 25-42 
39	90	0.433	4	16	0.25	10	26	0.385	14	39	53	22	8	3	19	27	92	18422	 25-43 
42	93	0.452	12	29	0.414	7	13	0.538	16	30	46	29	9	2	15	15	103	19214	 25-44 
46	83	0.554	9	17	0.529	13	18	0.722	16	37	53	23	6	2	13	19	114	17595	 26-44 
39	84	0.464	11	26	0.423	7	13	0.538	11	37	48	27	5	5	11	18	96	15979	 26-45 
30	79	0.38	3	24	0.125	15	21	0.714	12	24	36	20	6	4	11	22	78	21231	 26-46 
33	85	0.388	6	21	0.286	26	32	0.813	15	29	44	20	8	6	18	20	98	17438	 26-47 
46	97	0.474	9	23	0.391	15	21	0.714	19	31	50	28	5	5	11	26	116	13062	 27-47 
34	93	0.366	7	16	0.438	19	28	0.679	17	30	47	16	7	4	5	18	94	18165	 27-48 
41	88	0.466	9	27	0.333	13	21	0.619	19	27	46	23	6	2	9	14	104	16754	 27-49 
