fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
39	90	0.433	11	38	0.289	16	22	0.727	13	28	41	26	14	7	18	22	105	18203	 01-00 
32	78	0.41	11	33	0.333	12	19	0.632	8	30	38	15	14	4	17	16	87	18300	 01-01 
46	96	0.479	11	31	0.355	10	16	0.625	9	27	36	26	9	6	11	22	113	18203	 01-02 
43	89	0.483	10	27	0.37	18	26	0.692	16	33	49	26	8	8	21	27	114	18203	 02-02 
43	86	0.5	8	28	0.286	22	25	0.88	11	24	35	19	8	9	14	29	116	17620	 02-03 
39	88	0.443	13	34	0.382	10	14	0.714	11	41	52	28	16	8	11	17	101	21706	 03-03 
40	81	0.494	12	28	0.429	18	21	0.857	9	37	46	24	6	3	15	20	110	16713	 04-03 
35	87	0.402	13	35	0.371	11	14	0.786	11	37	48	20	4	7	12	18	94	18203	 04-04 
40	89	0.449	11	33	0.333	8	15	0.533	6	26	32	17	11	2	11	27	99	19393	 04-05 
29	86	0.337	10	37	0.27	18	23	0.783	9	35	44	15	16	2	14	17	86	17583	 04-06 
38	90	0.422	11	30	0.367	7	14	0.5	18	26	44	16	15	7	16	23	94	19520	 04-07 
40	78	0.513	11	26	0.423	29	40	0.725	11	29	40	23	8	7	11	29	120	18203	 05-07 
36	72	0.5	15	32	0.469	25	33	0.758	3	34	37	21	10	4	15	23	112	18203	 06-07 
26	72	0.361	8	30	0.267	32	37	0.865	11	37	48	15	7	2	13	19	92	18203	 07-07 
39	89	0.438	9	23	0.391	14	21	0.667	13	28	41	24	7	3	8	22	101	18418	 07-08 
38	89	0.427	11	35	0.314	20	26	0.769	9	31	40	22	14	2	14	25	107	16765	 07-09 
41	90	0.456	8	25	0.32	18	26	0.692	13	37	50	16	15	5	16	21	108	18203	 08-09 
42	98	0.429	8	32	0.25	6	8	0.75	13	32	45	22	13	6	14	12	98	18203	 08-10 
29	80	0.363	13	35	0.371	10	13	0.769	8	31	39	24	12	1	17	15	81	20340	 08-11 
38	96	0.396	12	32	0.375	20	30	0.667	21	27	48	17	8	5	13	20	108	17797	 08-12 
41	79	0.519	8	26	0.308	21	22	0.955	13	29	42	28	7	7	18	24	111	18203	 09-12 
37	87	0.425	6	22	0.273	10	21	0.476	15	32	47	21	8	2	20	19	90	18203	 10-12 
39	81	0.481	4	18	0.222	18	26	0.692	12	34	46	18	11	6	18	18	100	18203	 11-12 
38	98	0.388	7	24	0.292	12	23	0.522	17	37	54	18	6	3	12	25	95	20562	 11-13 
36	92	0.391	12	34	0.353	18	31	0.581	17	30	47	18	7	5	10	21	102	17794	 12-13 
35	85	0.412	9	26	0.346	24	25	0.96	11	28	39	16	4	2	14	19	103	18203	 12-14 
36	88	0.409	13	29	0.448	15	24	0.625	17	35	52	26	10	6	13	12	100	17923	 13-14 
47	113	0.416	15	35	0.429	10	19	0.526	18	42	60	28	10	5	18	21	119	20612	 14-14 
36	85	0.424	12	27	0.444	12	20	0.6	16	26	42	18	9	7	14	22	96	19812	 14-15 
39	81	0.481	7	24	0.292	10	15	0.667	6	34	40	13	9	5	10	13	95	18203	 15-15 
40	77	0.519	8	23	0.348	19	22	0.864	8	34	42	23	15	5	13	26	107	18203	 16-15 
44	82	0.537	13	25	0.52	19	31	0.613	15	25	40	24	11	5	19	18	120	18203	 17-15 
39	88	0.443	12	29	0.414	13	16	0.813	15	30	45	18	9	5	7	16	103	18306	 18-15 
43	79	0.544	8	18	0.444	18	23	0.783	9	31	40	21	9	10	14	20	112	18203	 19-15 
46	87	0.529	9	25	0.36	23	33	0.697	15	37	52	25	9	7	12	26	124	18203	 20-15 
38	83	0.458	7	25	0.28	12	20	0.6	10	35	45	16	5	5	12	19	95	18203	 20-16 
43	89	0.483	10	32	0.313	17	23	0.739	11	34	45	18	4	4	11	20	113	18203	 20-17 
56	93	0.602	14	30	0.467	7	9	0.778	7	37	44	36	12	5	9	17	133	18997	 21-17 
51	95	0.537	15	34	0.441	10	14	0.714	11	35	46	23	4	6	13	23	127	19068	 22-17 
40	86	0.465	8	27	0.296	12	21	0.571	8	34	42	23	7	7	11	17	100	18055	 22-18 
37	84	0.44	13	31	0.419	19	26	0.731	11	27	38	20	6	4	14	17	106	18203	 22-19 
32	80	0.4	6	25	0.24	18	24	0.75	10	31	41	13	9	2	18	22	88	18978	 22-20 
39	97	0.402	8	26	0.308	15	20	0.75	19	38	57	17	8	9	9	22	101	19624	 23-20 
36	86	0.419	9	30	0.3	14	29	0.483	18	41	59	20	10	6	18	19	95	18203	 24-20 
46	95	0.484	12	35	0.343	10	12	0.833	21	33	54	22	10	6	16	14	114	18203	 25-20 
58	100	0.58	14	30	0.467	18	28	0.643	16	36	52	37	9	2	13	23	148	20562	 26-20 
40	94	0.426	7	25	0.28	22	32	0.688	16	34	50	12	7	4	4	18	109	18203	 27-20 
45	87	0.517	9	27	0.333	22	29	0.759	13	27	40	18	16	6	14	15	121	18203	 28-20 
45	93	0.484	14	33	0.424	17	23	0.739	13	30	43	23	9	2	9	20	121	20491	 29-20 
45	92	0.489	10	33	0.303	22	30	0.733	17	24	41	21	7	3	10	25	122	18202	 30-20 
30	80	0.375	9	32	0.281	27	34	0.794	14	38	52	19	7	8	20	24	96	20356	 30-21 
51	98	0.52	9	28	0.321	13	17	0.765	9	31	40	34	5	6	7	18	124	18407	 30-22 
37	97	0.381	9	36	0.25	17	20	0.85	15	37	52	24	6	5	16	18	100	18203	 30-23 
40	89	0.449	7	25	0.28	17	25	0.68	13	33	46	17	13	6	17	18	104	18203	 30-24 
44	93	0.473	12	31	0.387	25	33	0.758	10	30	40	17	14	3	12	28	125	19596	 31-24 
32	90	0.356	8	34	0.235	9	19	0.474	17	33	50	16	6	4	13	11	81	18997	 31-25 
34	77	0.442	16	37	0.432	26	40	0.65	9	29	38	21	6	3	9	23	110	18203	 32-25 
40	90	0.444	11	35	0.314	21	30	0.7	18	33	51	23	6	3	9	20	112	18203	 32-26 
40	81	0.494	17	37	0.459	24	35	0.686	8	30	38	26	7	6	9	19	121	16012	 33-26 
38	86	0.442	14	35	0.4	20	24	0.833	10	39	49	26	6	7	11	16	110	17583	 34-26 
29	88	0.33	9	34	0.265	13	21	0.619	14	29	43	19	8	3	15	17	80	19596	 34-27 
42	88	0.477	11	25	0.44	17	20	0.85	14	36	50	24	6	6	20	13	112	18203	 35-27 
42	93	0.452	10	36	0.278	17	19	0.895	19	37	56	19	7	2	22	24	111	20202	 36-27 
46	96	0.479	11	34	0.324	21	29	0.724	16	32	48	22	5	11	11	20	124	18055	 37-27 
40	91	0.44	6	27	0.222	14	21	0.667	9	31	40	18	6	6	12	21	100	20063	 37-28 
46	93	0.495	12	34	0.353	8	11	0.727	12	22	34	18	12	4	19	28	112	18203	 37-29 
42	80	0.525	13	33	0.394	18	27	0.667	6	43	49	21	6	11	18	20	115	18203	 38-29 
39	85	0.459	10	28	0.357	16	24	0.667	11	38	49	24	8	4	15	13	104	18203	 39-29 
38	84	0.452	16	36	0.444	14	18	0.778	5	38	43	21	5	6	10	15	106	18203	 40-29 
42	89	0.472	16	35	0.457	19	25	0.76	9	29	38	27	9	11	7	21	119	16739	 41-29 
46	94	0.489	11	32	0.344	18	22	0.818	17	29	46	30	17	10	14	20	121	18203	 42-29 
49	88	0.557	10	21	0.476	24	34	0.706	14	25	39	27	11	2	17	24	132	19800	 43-29 
