fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
42	97	0.433	6	22	0.273	30	38	0.789	16	36	52	21	8	10	9	20	120	20356	 01-00 
40	75	0.533	6	17	0.353	29	35	0.829	7	30	37	25	12	7	16	18	115	16337	 02-00 
37	84	0.44	9	30	0.3	26	28	0.929	10	28	38	24	13	3	15	24	109	14294	 03-00 
39	95	0.411	6	26	0.231	15	23	0.652	7	38	45	20	11	5	13	19	99	18996	 03-01 
43	97	0.443	15	33	0.455	16	22	0.727	12	29	41	30	7	6	14	21	117	19596	 03-02 
40	85	0.471	17	34	0.5	13	20	0.65	13	36	49	28	9	3	15	18	110	17583	 04-02 
41	92	0.446	10	30	0.333	24	30	0.8	15	30	45	20	5	4	12	28	116	14790	 04-03 
45	84	0.536	11	28	0.393	21	31	0.677	9	28	37	25	5	2	16	24	122	20356	 04-04 
40	85	0.471	11	23	0.478	16	23	0.696	11	35	46	19	9	3	17	26	107	19800	 05-04 
32	75	0.427	10	25	0.4	25	32	0.781	3	36	39	21	5	5	15	19	99	14505	 05-05 
43	83	0.518	7	21	0.333	18	20	0.9	7	38	45	20	7	4	19	31	111	20356	 06-05 
42	78	0.538	7	24	0.292	22	28	0.786	11	31	42	22	14	10	23	22	113	17260	 07-05 
44	86	0.512	11	34	0.324	11	12	0.917	10	40	50	30	7	1	11	21	110	14660	 08-05 
32	78	0.41	9	19	0.474	29	31	0.935	11	29	40	9	8	2	12	19	102	19600	 09-05 
32	84	0.381	10	35	0.286	14	16	0.875	7	39	46	18	4	4	12	17	88	17551	 09-06 
34	81	0.42	11	19	0.579	12	21	0.571	8	35	43	20	5	3	14	12	91	19800	 09-07 
39	74	0.527	9	24	0.375	12	17	0.706	8	38	46	23	4	1	16	18	99	16122	 10-07 
48	99	0.485	11	33	0.333	17	22	0.773	9	34	43	25	4	6	12	29	124	16041	 10-08 
41	89	0.461	8	23	0.348	15	16	0.938	7	30	37	20	9	4	11	17	105	18092	 10-09 
36	83	0.434	10	28	0.357	10	17	0.588	9	35	44	23	5	4	7	16	92	13442	 11-09 
36	89	0.404	9	22	0.409	32	37	0.865	7	28	35	22	8	4	11	42	113	20492	 11-10 
43	89	0.483	7	21	0.333	16	19	0.842	16	33	49	28	12	6	11	20	109	17885	 12-10 
23	80	0.288	4	20	0.2	19	23	0.826	12	19	31	9	8	2	13	21	69	17227	 12-11 
42	89	0.472	11	25	0.44	11	14	0.786	11	33	44	20	16	6	9	22	106	19241	 13-11 
41	81	0.506	8	21	0.381	19	25	0.76	8	30	38	25	6	4	10	23	109	15925	 14-11 
42	82	0.512	13	32	0.406	15	23	0.652	9	35	44	33	5	2	13	18	112	15739	 14-12 
38	95	0.4	4	22	0.182	18	22	0.818	12	37	49	18	8	3	10	26	98	14515	 14-13 
36	77	0.468	9	22	0.409	12	24	0.5	6	38	44	21	7	8	15	22	93	15297	 15-13 
39	88	0.443	7	31	0.226	15	23	0.652	11	39	50	21	12	7	19	26	100	15442	 16-13 
39	91	0.429	12	33	0.364	9	16	0.563	13	38	51	20	4	5	10	18	99	20356	 16-14 
46	92	0.5	14	35	0.4	10	14	0.714	10	34	44	29	8	3	16	31	116	16529	 17-14 
34	93	0.366	5	20	0.25	11	15	0.733	7	28	35	22	7	1	7	18	84	15589	 17-15 
47	86	0.547	16	30	0.533	20	23	0.87	12	37	49	29	5	2	16	18	130	17218	 18-15 
43	93	0.462	6	26	0.231	19	28	0.679	14	33	47	26	6	4	8	17	111	18624	 19-15 
