fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
37	91	0.407	4	16	0.25	14	23	0.609	12	40	52	21	8	7	19	15	92	18997	 00-1 
48	93	0.516	12	26	0.462	24	33	0.727	5	37	42	22	8	3	18	31	132	18055	 01-1 
44	90	0.489	9	27	0.333	15	20	0.75	9	29	38	27	7	6	17	24	112	18997	 01-2 
41	92	0.446	7	30	0.233	13	16	0.813	6	47	53	27	9	5	21	26	102	18996	 02-2 
36	79	0.456	3	23	0.13	17	24	0.708	9	40	49	20	7	6	21	22	92	17876	 02-3 
31	81	0.383	5	22	0.227	14	20	0.7	14	25	39	17	12	4	16	20	81	18306	 02-4 
45	91	0.495	12	26	0.462	11	14	0.786	11	42	53	30	9	5	14	14	113	17569	 03-4 
43	79	0.544	4	18	0.222	20	27	0.741	2	30	32	16	8	8	11	20	110	19469	 03-5 
48	94	0.511	9	21	0.429	19	27	0.704	7	50	57	26	10	7	16	29	124	18997	 04-5 
40	85	0.471	9	27	0.333	18	23	0.783	8	38	46	25	5	4	16	16	107	18997	 05-5 
37	85	0.435	5	24	0.208	17	23	0.739	12	36	48	16	8	8	20	30	96	18624	 05-6 
31	86	0.36	3	23	0.13	30	41	0.732	17	29	46	17	9	4	19	19	95	20356	 05-7 
31	74	0.419	6	22	0.273	22	37	0.595	8	40	48	21	7	9	21	22	90	18717	 05-8 
45	91	0.495	7	25	0.28	16	24	0.667	9	40	49	26	7	10	19	20	113	18997	 06-10 
39	92	0.424	14	33	0.424	8	13	0.615	9	44	53	17	6	6	16	20	100	17533	 06-8 
42	109	0.385	3	27	0.111	22	27	0.815	22	35	57	18	7	6	9	23	109	18997	 06-9 
53	100	0.53	12	32	0.375	9	16	0.563	13	33	46	36	11	5	15	27	127	18997	 07-10 
36	90	0.4	13	40	0.325	18	25	0.72	12	41	53	23	7	6	12	16	103	18997	 08-10 
39	78	0.5	15	29	0.517	9	15	0.6	4	28	32	27	8	4	17	19	102	17583	 08-11 
44	91	0.484	11	30	0.367	16	24	0.667	12	31	43	23	10	5	16	29	115	18086	 08-12 
47	95	0.495	9	24	0.375	20	25	0.8	7	27	34	30	12	5	17	23	123	18997	 08-13 
38	86	0.442	9	30	0.3	15	21	0.714	17	35	52	21	5	2	21	24	100	19520	 08-14 
32	84	0.381	9	28	0.321	22	30	0.733	11	34	45	16	9	6	20	22	95	18997	 08-15 
42	96	0.438	11	28	0.393	12	24	0.5	15	29	44	22	13	7	11	23	107	20495	 09-15 
43	85	0.506	9	27	0.333	15	21	0.714	6	40	46	24	7	5	14	21	110	19320	 10-15 
42	102	0.412	13	35	0.371	12	15	0.8	20	32	52	24	6	6	16	19	109	19359	 10-16 
47	95	0.495	9	31	0.29	9	14	0.643	16	33	49	33	7	3	18	20	112	20562	 10-17 
41	92	0.446	10	25	0.4	22	35	0.629	7	38	45	23	9	9	12	26	114	18997	 10-18 
40	85	0.471	15	35	0.429	27	43	0.628	10	37	47	27	8	5	10	25	122	18055	 11-18 
40	94	0.426	11	29	0.379	15	22	0.682	15	31	46	22	11	5	15	23	106	19596	 11-19 
36	85	0.424	8	25	0.32	12	20	0.6	11	44	55	23	8	3	17	22	92	18997	 11-20 
40	92	0.435	10	30	0.333	14	20	0.7	13	24	37	21	10	1	12	16	104	18997	 11-21 
35	93	0.376	8	28	0.286	21	33	0.636	22	27	49	14	5	4	11	26	99	18997	 11-22 
46	94	0.489	3	19	0.158	11	16	0.688	11	24	35	25	7	3	12	22	106	18997	 11-23 
53	105	0.505	10	25	0.4	26	37	0.703	15	39	54	31	6	4	14	32	142	18179	 11-24 
34	76	0.447	8	26	0.308	20	29	0.69	9	28	37	18	12	4	24	25	96	18978	 11-25 
38	92	0.413	11	33	0.333	9	15	0.6	16	29	45	24	5	4	17	10	96	18997	 11-26 
38	94	0.404	9	36	0.25	9	12	0.75	12	34	46	24	7	3	16	19	94	18997	 11-27 
