fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
37	85	0.435	8	19	0.421	17	23	0.739	11	31	42	23	7	4	13	16	99	18418	 00-01 
36	81	0.444	7	22	0.318	21	26	0.808	10	34	44	17	11	2	15	17	100	18978	 01-01 
43	86	0.5	10	25	0.4	19	23	0.826	10	35	45	25	5	1	17	17	115	18203	 02-01 
42	86	0.488	9	24	0.375	14	22	0.636	9	18	27	27	9	4	14	14	107	14353	 02-02 
37	85	0.435	9	25	0.36	18	21	0.857	7	30	37	19	5	4	14	19	101	13790	 02-03 
42	86	0.488	8	22	0.364	27	35	0.771	17	27	44	23	5	7	15	21	119	17620	 03-03 
41	91	0.451	11	23	0.478	32	35	0.914	10	30	40	20	16	4	16	25	125	19600	 04-03 
41	83	0.494	6	22	0.273	16	24	0.667	11	36	47	20	13	3	21	21	104	14788	 05-03 
43	79	0.544	10	24	0.417	16	20	0.8	10	38	48	33	7	9	18	20	112	16837	 06-03 
38	83	0.458	10	24	0.417	26	30	0.867	12	42	54	20	4	4	16	19	112	14124	 07-03 
38	92	0.413	5	24	0.208	20	27	0.741	9	32	41	21	15	0	13	14	101	19596	 07-04 
39	96	0.406	4	20	0.2	28	35	0.8	19	28	47	16	12	4	11	21	110	16910	 07-05 
37	71	0.521	10	20	0.5	25	29	0.862	5	35	40	22	9	5	15	13	109	17236	 08-05 
39	87	0.448	9	18	0.5	11	16	0.688	11	30	41	27	9	4	6	16	98	18978	 09-05 
39	84	0.464	13	30	0.433	20	23	0.87	11	37	48	27	7	0	10	18	111	19459	 10-05 
40	78	0.513	5	22	0.227	12	18	0.667	6	32	38	23	11	4	20	20	97	16069	 10-06 
37	90	0.411	6	27	0.222	22	26	0.846	10	28	38	13	8	6	10	21	102	15978	 10-07 
40	87	0.46	8	23	0.348	36	45	0.8	10	32	42	22	9	3	7	17	124	16402	 11-07 
37	84	0.44	7	17	0.412	16	26	0.615	13	31	44	21	9	3	10	16	97	18978	 11-08 
49	93	0.527	9	21	0.429	12	17	0.706	19	29	48	24	12	5	10	14	119	16448	 12-08 
35	85	0.412	10	30	0.333	9	14	0.643	13	36	49	27	3	1	10	17	89	13442	 12-09 
