fieldgoal,fieldgoalattempt,fgpct,3pt,3pa,fthrw,fta,ftpct,orb,drb,trb,ast,stl,blk,tov,pfoul,pts, ,W/L
42,96,0.438,7,23,18,21,0.857,8,35,43,21,10,4,12,27,109,16880, 25-45 
35,94,0.372,4,23,38,46,0.826,14,41,55,19,10,4,18,22,112,16236, 26-45 
40,88,0.455,14,40,8,10,0.8,13,30,43,26,5,3,14,19,102,16034, 26-46 
47,91,0.516,12,26,9,13,0.692,6,41,47,36,4,6,10,17,115,18076, 27-46 
43,88,0.489,4,20,22,28,0.786,8,25,33,19,11,3,11,23,112,19800, 27-47 
39,97,0.402,9,30,19,27,0.704,11,42,53,24,9,8,14,22,106,18408, 27-48 
40,98,0.408,12,30,24,25,0.96,11,37,48,28,9,4,9,21,116,18624, 27-49 
45,91,0.495,10,25,11,15,0.733,11,31,42,26,9,2,14,15,111,15976, 27-50 
33,86,0.384,11,33,25,26,0.962,11,32,43,23,8,3,14,21,102,20562, 27-51 
42,90,0.467,9,25,22,26,0.846,9,39,48,24,9,6,13,20,115,18095, 28-51 
41,84,0.488,14,30,16,22,0.727,4,29,33,29,10,2,13,16,112,18846, 28-52 
29,84,0.345,5,27,12,16,0.75,9,28,37,18,5,5,16,18,75,21545, 28-53 
42,87,0.483,13,25,16,17,0.941,6,45,51,27,7,6,11,22,113,19458, 29-53 
