fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
41	101	0.406	6	21	0.286	20	29	0.69	15	35	50	27	8	9	10	20	108	19439	 01-00 
26	72	0.361	4	14	0.286	13	18	0.722	5	39	44	17	10	4	20	16	69	18133	 01-01 
33	70	0.471	6	15	0.4	21	29	0.724	8	30	38	20	7	2	12	16	93	19812	 01-02 
37	80	0.463	6	21	0.286	11	13	0.846	6	28	34	23	6	1	12	15	91	14840	 01-03 
35	82	0.427	5	18	0.278	21	29	0.724	13	36	49	23	4	9	12	24	96	15874	 02-03 
48	97	0.495	6	21	0.286	20	27	0.741	11	40	51	31	6	7	19	30	122	15891	 03-03 
35	79	0.443	3	14	0.214	19	27	0.704	12	27	39	15	5	0	11	18	92	18997	 03-04 
35	75	0.467	7	16	0.438	23	27	0.852	6	32	38	16	5	3	13	16	100	18495	 03-05 
39	91	0.429	7	16	0.438	18	19	0.947	14	32	46	21	5	3	7	15	103	16291	 04-05 
32	84	0.381	7	17	0.412	16	28	0.571	10	31	41	14	5	2	12	13	87	19596	 04-06 
32	80	0.4	10	22	0.455	6	13	0.462	7	28	35	22	1	3	11	17	80	15345	 04-07 
37	86	0.43	5	14	0.357	7	12	0.583	12	29	41	18	6	6	5	21	86	14748	 04-08 
42	91	0.462	7	20	0.35	9	15	0.6	10	35	45	22	4	7	7	26	100	18126	 04-09 
37	79	0.468	7	21	0.333	12	16	0.75	5	28	33	18	9	1	11	19	93	19639	 04-10 
31	75	0.413	2	20	0.1	28	35	0.8	5	28	33	21	6	4	5	17	92	17180	 04-11 
41	94	0.436	5	15	0.333	10	15	0.667	10	37	47	29	3	5	6	20	97	16972	 04-12 
38	87	0.437	6	19	0.316	19	23	0.826	8	36	44	27	4	8	13	14	101	19381	 04-13 
29	88	0.33	5	23	0.217	12	16	0.75	13	25	38	20	3	4	12	16	75	14185	 04-14 
36	90	0.4	2	15	0.133	21	23	0.913	7	35	42	17	5	3	5	21	95	16887	 04-15 
42	88	0.477	4	18	0.222	15	18	0.833	10	31	41	19	2	7	7	20	103	19102	 05-15 
35	84	0.417	3	14	0.214	23	29	0.793	7	37	44	18	5	3	10	14	96	15276	 06-15 
41	98	0.418	6	17	0.353	19	27	0.704	13	36	49	16	8	11	14	29	107	15897	 06-16 
31	79	0.392	8	22	0.364	17	27	0.63	9	25	34	16	3	4	6	19	87	17113	 06-17 
38	83	0.458	5	16	0.313	7	14	0.5	5	32	37	22	4	5	10	14	88	20562	 06-18 
40	86	0.465	10	24	0.417	16	22	0.727	8	27	35	22	6	3	6	16	106	15459	 06-19 
43	98	0.439	10	24	0.417	13	17	0.765	17	28	45	25	10	3	14	17	109	13398	 07-19 
42	87	0.483	9	22	0.409	11	16	0.688	15	34	49	21	8	3	5	14	104	17384	 08-19 
43	80	0.538	8	19	0.421	16	24	0.667	6	38	44	23	6	6	12	21	110	16913	 09-19 
36	82	0.439	8	21	0.381	28	36	0.778	11	32	43	21	6	5	12	21	108	14653	 10-19 
25	87	0.287	5	24	0.208	20	26	0.769	15	37	52	12	8	2	15	20	75	18203	 10-20 
36	86	0.419	8	24	0.333	14	18	0.778	9	32	41	18	2	8	10	19	94	19085	 10-21 
33	90	0.367	7	25	0.28	21	26	0.808	9	39	48	20	13	9	17	20	94	17430	 10-22 
29	76	0.382	3	18	0.167	22	26	0.846	7	34	41	15	6	9	16	17	83	18276	 10-23 
32	87	0.368	6	28	0.214	17	26	0.654	15	35	50	20	5	6	14	24	87	19307	 10-24 
35	78	0.449	4	16	0.25	24	32	0.75	16	37	53	16	4	4	14	15	98	15274	 11-24 
38	78	0.487	6	19	0.316	22	23	0.957	12	36	48	22	2	10	15	22	104	16720	 12-24 
37	86	0.43	4	14	0.286	20	26	0.769	9	34	43	18	9	4	10	18	98	15171	 13-24 
42	88	0.477	4	16	0.25	15	22	0.682	9	37	46	21	5	3	8	18	103	19800	 14-24 
39	78	0.5	7	16	0.438	25	33	0.758	11	40	51	18	8	5	15	14	110	19812	 15-24 
33	86	0.384	4	13	0.308	23	35	0.657	15	33	48	15	4	10	10	18	93	17309	 15-25 
31	101	0.307	2	15	0.133	16	25	0.64	14	44	58	16	7	5	7	16	80	19285	 16-25 
40	89	0.449	12	22	0.545	13	19	0.684	10	37	47	27	8	3	10	20	105	17989	 17-25 
27	80	0.338	4	19	0.211	20	30	0.667	20	36	56	19	3	8	14	16	78	16914	 18-25 
36	89	0.404	2	16	0.125	16	24	0.667	12	30	42	27	6	5	11	22	90	20562	 18-26 
25	76	0.329	2	7	0.286	24	37	0.649	10	31	41	9	7	13	9	19	76	19117	 19-26 
34	83	0.41	6	18	0.333	12	14	0.857	8	35	43	23	7	4	12	17	86	18581	 19-27 
44	93	0.473	0	11	0	16	25	0.64	10	47	57	32	10	11	10	18	104	13302	 20-27 
37	79	0.468	4	15	0.267	14	19	0.737	6	36	42	21	6	3	11	18	92	15816	 21-27 
33	76	0.434	6	25	0.24	22	27	0.815	12	38	50	15	5	15	14	19	94	17019	 22-27 
29	84	0.345	6	23	0.261	17	20	0.85	5	38	43	24	9	5	12	20	81	16739	 22-28 
36	77	0.468	8	14	0.571	22	28	0.786	4	31	35	24	5	4	10	23	102	16991	 22-29 
29	81	0.358	9	24	0.375	11	14	0.786	10	28	38	21	1	9	11	21	78	15876	 22-30 
40	93	0.43	7	24	0.292	16	20	0.8	11	30	41	28	9	10	9	18	103	19303	 22-31 
33	90	0.367	6	19	0.316	9	13	0.692	13	34	47	20	10	2	14	20	81	20347	 22-32 
39	84	0.464	4	14	0.286	16	21	0.762	12	33	45	16	8	3	9	18	98	21509	 23-32 
37	82	0.451	10	21	0.476	14	17	0.824	8	40	48	19	8	7	16	18	98	18624	 23-33 
40	80	0.5	8	18	0.444	10	14	0.714	7	40	47	22	5	4	16	17	98	15422	 24-33 
39	79	0.494	5	13	0.385	21	31	0.677	5	37	42	30	10	5	11	17	104	16947	 25-33 
42	85	0.494	8	19	0.421	23	28	0.821	12	37	49	24	5	2	11	20	115	16691	 26-33 
40	85	0.471	5	20	0.25	18	20	0.9	11	45	56	26	3	5	15	15	103	19080	 27-33 
41	79	0.519	6	17	0.353	20	23	0.87	4	35	39	32	6	5	9	20	108	15673	 28-33 
25	77	0.325	4	22	0.182	15	20	0.75	8	29	37	13	4	8	15	11	69	15119	 28-34 
42	93	0.452	6	18	0.333	16	26	0.615	10	34	44	28	5	12	11	24	106	15885	 28-35 
33	89	0.371	7	19	0.368	28	33	0.848	17	38	55	15	4	7	12	17	101	19183	 29-35 
23	78	0.295	5	19	0.263	15	18	0.833	6	30	36	9	5	4	7	11	66	16743	 29-36 
32	79	0.405	5	14	0.357	23	29	0.793	9	34	43	20	6	4	13	23	92	19060	 29-37 
36	91	0.396	6	18	0.333	13	16	0.813	7	29	36	16	10	3	13	18	91	16799	 29-38 
45	89	0.506	6	18	0.333	13	16	0.813	13	29	42	21	8	3	7	16	109	15262	 30-38 
28	81	0.346	8	20	0.4	22	28	0.786	11	40	51	11	2	8	10	25	86	21646	 30-39 
36	91	0.396	3	12	0.25	13	20	0.65	10	41	51	23	4	7	11	17	88	15091	 30-40 
36	104	0.346	8	25	0.32	27	35	0.771	10	51	61	25	11	11	11	17	107	18441	 30-41 
42	80	0.525	12	26	0.462	19	22	0.864	7	35	42	28	4	6	8	16	115	19122	 31-41 
40	85	0.471	7	26	0.269	17	19	0.895	10	30	40	20	3	6	10	17	104	15140	 31-42 
