fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
39	81	0.481	9	28	0.321	20	23	0.87	12	32	44	20	9	3	14	17	107	19744	 01-00 
41	83	0.494	12	24	0.5	20	29	0.69	9	26	35	33	16	0	16	20	114	19753	 02-00 
35	70	0.5	9	24	0.375	28	38	0.737	11	32	43	22	6	6	16	29	107	19666	 03-00 
31	74	0.419	12	28	0.429	17	27	0.63	13	21	34	16	7	2	15	21	91	19666	 03-01 
30	77	0.39	4	22	0.182	25	31	0.806	6	30	36	19	6	4	8	25	89	15874	 03-02 
41	78	0.526	5	13	0.385	15	17	0.882	6	34	40	26	8	2	14	19	102	19735	 04-02 
42	76	0.553	9	23	0.391	12	20	0.6	6	32	38	31	7	3	13	23	105	20195	 05-02 
29	68	0.426	9	20	0.45	8	18	0.444	6	22	28	18	11	5	9	18	75	19658	 05-03 
35	74	0.473	10	21	0.476	23	25	0.92	5	27	32	27	10	3	14	20	103	17090	 05-04 
30	73	0.411	11	25	0.44	13	22	0.591	6	34	40	19	10	6	17	20	84	19680	 05-05 
31	72	0.431	9	27	0.333	24	27	0.889	10	31	41	19	6	2	14	24	95	17732	 06-05 
30	67	0.448	6	26	0.231	27	31	0.871	6	24	30	11	10	3	12	15	93	19685	 06-06 
37	71	0.521	12	26	0.462	13	18	0.722	7	26	33	17	7	5	16	20	99	18846	 07-06 
33	66	0.5	11	23	0.478	17	19	0.895	3	33	36	19	4	5	16	16	94	19639	 08-06 
33	85	0.388	10	23	0.435	21	27	0.778	12	28	40	16	7	4	9	22	97	19647	 08-07 
30	72	0.417	7	23	0.304	19	31	0.613	10	31	41	20	8	1	14	20	86	19812	 09-07 
33	72	0.458	2	22	0.091	18	30	0.6	7	26	33	12	5	2	11	20	86	15150	 09-08 
36	64	0.563	6	16	0.375	24	32	0.75	4	26	30	25	10	5	18	24	102	19600	 09-09 
30	68	0.441	7	18	0.389	18	27	0.667	3	17	20	21	16	3	18	22	85	16325	 09-10 
39	80	0.488	5	16	0.313	4	8	0.5	10	20	30	21	10	2	11	12	87	16572	 09-11 
43	80	0.538	9	17	0.529	8	12	0.667	9	25	34	25	14	4	11	14	103	14963	 10-11 
30	82	0.366	7	22	0.318	15	21	0.714	16	26	42	18	1	6	10	20	82	13433	 10-12 
36	72	0.5	7	20	0.35	21	31	0.677	7	28	35	19	6	3	9	16	100	19911	 11-12 
28	80	0.35	4	22	0.182	15	18	0.833	13	27	40	12	13	5	13	22	75	19600	 11-13 
33	72	0.458	9	24	0.375	20	26	0.769	7	34	41	20	9	2	18	23	95	16827	 12-13 
27	70	0.386	4	17	0.235	29	40	0.725	8	23	31	10	10	0	11	24	87	19633	 12-14 
40	75	0.533	9	19	0.474	14	19	0.737	5	29	34	22	7	3	15	27	103	19600	 12-15 
37	78	0.474	6	21	0.286	20	26	0.769	6	32	38	18	9	3	8	14	100	19720	 13-15 
33	80	0.413	8	26	0.308	13	18	0.722	14	25	39	13	10	6	20	19	87	19600	 13-16 
40	84	0.476	7	21	0.333	14	17	0.824	12	31	43	27	8	3	11	26	101	19817	 14-16 
