fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
36	80	0.45	7	18	0.389	27	39	0.692	9	41	50	19	8	2	20	24	106	19800	 01-00 
36	82	0.439	11	26	0.423	30	35	0.857	9	44	53	23	11	3	21	33	113	16898	 02-00 
41	90	0.456	11	25	0.44	13	20	0.65	18	28	46	22	12	3	13	19	106	19800	 03-00 
37	82	0.451	5	17	0.294	23	26	0.885	10	37	47	18	8	6	16	26	102	20034	 04-00 
33	79	0.418	5	14	0.357	32	39	0.821	12	33	45	12	14	3	14	16	103	18203	 05-00 
30	86	0.349	5	23	0.217	22	29	0.759	15	29	44	13	5	5	9	18	87	16578	 05-01 
28	71	0.394	3	19	0.158	17	22	0.773	7	31	38	17	8	5	16	21	76	19600	 05-02 
37	84	0.44	4	17	0.235	31	39	0.795	14	35	49	25	7	6	11	17	109	19800	 05-03 
43	89	0.483	5	18	0.278	28	31	0.903	17	39	56	22	7	7	8	18	119	12744	 06-03 
34	77	0.442	9	21	0.429	23	27	0.852	13	35	48	19	8	5	15	19	100	19800	 07-03 
38	87	0.437	15	31	0.484	10	14	0.714	7	29	36	18	13	1	15	20	101	17006	 07-04 
37	79	0.468	6	18	0.333	30	39	0.769	12	28	40	18	11	2	18	25	110	19596	 07-05 
34	80	0.425	5	20	0.25	16	18	0.889	9	28	37	14	10	4	14	17	89	18741	 07-06 
34	78	0.436	15	33	0.455	19	24	0.792	12	29	41	21	7	3	12	15	102	18997	 08-06 
29	78	0.372	4	17	0.235	29	31	0.935	14	32	46	15	8	0	14	19	91	19060	 09-06 
40	79	0.506	11	25	0.44	12	22	0.545	6	34	40	14	8	5	9	15	103	20140	 10-06 
31	72	0.431	11	24	0.458	11	14	0.786	6	42	48	17	8	7	22	21	84	16841	 11-06 
38	86	0.442	12	29	0.414	14	17	0.824	8	35	43	19	6	7	11	17	102	19800	 11-07 
36	79	0.456	6	25	0.24	18	24	0.75	8	42	50	12	10	5	12	18	96	12559	 12-07 
39	92	0.424	8	27	0.296	19	22	0.864	9	30	39	21	9	3	4	16	105	19800	 12-08 
40	91	0.44	8	20	0.4	21	26	0.808	11	27	38	21	9	3	6	27	109	20160	 12-09 
34	74	0.459	9	25	0.36	25	32	0.781	8	30	38	18	7	2	7	13	102	20163	 13-09 
37	64	0.578	3	10	0.3	20	22	0.909	4	30	34	23	10	2	20	24	97	19800	 14-09 
34	70	0.486	7	20	0.35	15	23	0.652	7	32	39	16	9	8	16	23	90	19800	 15-09 
32	78	0.41	7	22	0.318	25	34	0.735	8	33	41	14	11	9	8	15	96	19800	 16-09 
29	79	0.367	10	28	0.357	22	26	0.846	15	30	45	10	9	6	18	21	90	16598	 16-10 
35	97	0.361	9	39	0.231	20	28	0.714	9	37	46	18	7	10	8	22	99	15817	 16-11 
41	80	0.513	8	21	0.381	18	22	0.818	6	32	38	18	11	5	7	12	108	19600	 17-11 
35	94	0.372	8	29	0.276	16	17	0.941	13	36	49	12	8	3	12	18	94	19800	 17-12 
35	74	0.473	12	26	0.462	21	27	0.778	10	43	53	20	4	4	17	19	103	19800	 18-12 
42	81	0.519	13	29	0.448	14	19	0.737	9	35	44	31	7	10	8	17	111	16329	 19-12 
38	88	0.432	6	20	0.3	15	24	0.625	11	35	46	23	5	5	7	19	97	21898	 19-13 
28	82	0.341	6	24	0.25	32	39	0.821	15	40	55	14	5	6	16	16	94	19800	 20-13 
36	91	0.396	15	33	0.455	17	18	0.944	20	34	54	21	6	4	13	19	104	19800	 21-13 
42	92	0.457	13	31	0.419	16	19	0.842	13	24	37	21	6	8	8	19	113	19800	 21-14 
36	73	0.493	8	19	0.421	20	29	0.69	8	18	26	24	9	5	9	19	100	20562	 21-15 
35	80	0.438	4	22	0.182	17	18	0.944	12	37	49	16	12	7	17	15	91	14544	 22-15 
34	75	0.453	5	14	0.357	24	26	0.923	6	41	47	11	7	13	22	18	97	17064	 23-15 
41	75	0.547	5	17	0.294	21	27	0.778	6	31	37	19	7	7	13	16	108	14100	 24-15 
37	90	0.411	8	24	0.333	24	31	0.774	11	36	47	20	11	11	10	16	106	18689	 25-15 
43	85	0.506	13	24	0.542	13	18	0.722	8	28	36	24	8	4	7	17	112	19800	 26-15 
46	83	0.554	11	29	0.379	12	17	0.706	9	28	37	23	7	5	13	15	115	19800	 27-15 
35	75	0.467	13	25	0.52	18	21	0.857	6	35	41	19	4	8	12	15	101	19800	 28-15 
