fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
34	83	0.41	7	22	0.318	20	23	0.87	14	32	46	12	11	6	22	22	95	18624	 00-01 
19	63	0.302	6	15	0.4	27	37	0.73	8	31	39	15	4	5	18	22	71	17122	 00-02 
38	85	0.447	7	24	0.292	17	23	0.739	9	28	37	22	7	5	13	18	100	18094	 00-03 
34	81	0.42	6	28	0.214	13	15	0.867	12	39	51	23	4	9	18	23	87	12437	 00-04 
41	79	0.519	10	23	0.435	10	15	0.667	7	31	38	23	9	4	16	18	102	20562	 00-05 
36	80	0.45	11	33	0.333	14	26	0.538	10	28	38	24	6	10	16	20	97	15207	 00-06 
35	100	0.35	5	25	0.2	13	23	0.565	15	37	52	19	6	9	13	13	88	13879	 00-07 
40	87	0.46	12	29	0.414	11	17	0.647	11	26	37	28	2	7	11	24	103	12744	 00-08 
30	86	0.349	5	17	0.294	20	28	0.714	12	31	43	16	11	7	17	17	85	18203	 00-09 
33	82	0.402	8	22	0.364	9	11	0.818	6	35	41	15	7	3	15	21	83	18418	 00-10 
34	76	0.447	5	22	0.227	13	20	0.65	8	38	46	16	9	4	27	29	86	11555	 00-11 
35	76	0.461	5	25	0.2	10	16	0.625	7	36	43	14	9	8	29	17	85	11080	 00-12 
32	79	0.405	8	26	0.308	16	22	0.727	9	33	42	21	5	6	17	18	88	17926	 00-13 
31	82	0.378	10	31	0.323	19	24	0.792	10	33	43	16	7	8	16	30	91	19673	 00-14 
32	78	0.41	10	31	0.323	21	27	0.778	11	30	41	15	10	6	19	26	95	11382	 00-15 
31	83	0.373	7	27	0.259	11	15	0.733	7	43	50	12	11	14	18	21	80	17588	 00-16 
40	83	0.482	16	35	0.457	18	26	0.692	8	25	33	24	18	5	12	24	114	17306	 00-17 
30	77	0.39	12	36	0.333	12	16	0.75	8	33	41	23	18	9	25	29	84	15322	 00-18 
37	79	0.468	14	32	0.438	15	23	0.652	10	37	47	28	6	8	15	18	103	20510	 01-18 
32	86	0.372	9	30	0.3	14	24	0.583	7	35	42	11	8	7	13	19	87	19812	 01-19 
37	74	0.5	15	31	0.484	16	26	0.615	7	33	40	22	11	8	20	28	105	15677	 01-20 
26	75	0.347	4	24	0.167	12	21	0.571	6	25	31	14	3	1	13	25	68	14449	 01-21 
34	87	0.391	4	31	0.129	19	22	0.864	13	25	38	17	14	6	10	22	91	13266	 01-22 
36	80	0.45	6	18	0.333	17	24	0.708	13	31	44	22	5	5	21	16	95	17239	 01-23 
28	84	0.333	10	28	0.357	10	14	0.714	15	37	52	18	1	9	22	20	76	19800	 01-24 
38	92	0.413	11	31	0.355	9	13	0.692	9	27	36	19	6	8	11	17	96	21166	 01-25 
39	75	0.52	12	26	0.462	16	24	0.667	7	25	32	20	5	2	22	21	106	14827	 01-26 
37	77	0.481	6	24	0.25	17	30	0.567	4	32	36	15	7	5	15	22	97	17880	 01-27 
30	86	0.349	5	24	0.208	21	30	0.7	16	33	49	15	6	2	19	22	86	20562	 01-28 
31	66	0.47	7	23	0.304	21	32	0.656	10	32	42	19	6	3	26	21	90	15552	 01-29 
37	81	0.457	7	20	0.35	19	29	0.655	13	28	41	24	12	7	22	14	100	15754	 01-30 
38	79	0.481	12	27	0.444	23	27	0.852	8	40	48	20	9	8	21	26	111	17548	 02-30 
36	86	0.419	5	21	0.238	14	19	0.737	8	29	37	20	8	9	18	27	91	19911	 02-31 
40	94	0.426	9	31	0.29	21	34	0.618	16	37	53	23	10	9	13	28	110	17317	 03-31 
31	84	0.369	4	24	0.167	18	25	0.72	13	37	50	21	6	10	16	21	84	18997	 03-32 
41	89	0.461	9	23	0.391	8	17	0.471	9	24	33	30	8	4	12	21	99	19212	 03-33 
48	87	0.552	4	20	0.2	9	14	0.643	12	25	37	31	11	10	16	24	109	14013	 04-33 
39	86	0.453	5	18	0.278	15	25	0.6	14	29	43	21	9	4	22	17	98	12611	 04-34 
39	80	0.488	11	17	0.647	6	14	0.429	9	26	35	26	9	5	13	23	95	14100	 04-35 
35	77	0.455	6	18	0.333	9	19	0.474	7	41	48	22	6	7	19	18	85	19226	 04-36 
42	93	0.452	12	27	0.444	15	20	0.75	11	23	34	23	13	5	12	27	111	14063	 04-37 
42	76	0.553	10	23	0.435	20	30	0.667	3	42	45	27	9	8	13	25	114	15698	 05-37 
45	102	0.441	10	28	0.357	13	25	0.52	7	44	51	27	9	7	13	25	113	19812	 05-38 
36	74	0.486	9	19	0.474	15	21	0.714	4	37	41	20	8	8	14	19	96	17746	 06-38 
35	89	0.393	8	26	0.308	14	20	0.7	13	34	47	17	12	6	23	20	92	9722	 06-39 
39	81	0.481	11	28	0.393	24	36	0.667	8	33	41	25	9	6	11	23	113	10851	 07-39 
39	82	0.476	7	19	0.368	12	17	0.706	9	29	38	24	6	7	16	27	97	13712	 07-40 
42	92	0.457	10	29	0.345	11	21	0.524	8	32	40	23	18	4	10	8	105	20798	 07-41 
35	84	0.417	6	27	0.222	10	14	0.714	6	32	38	27	7	10	23	20	86	10429	 07-42 
37	87	0.425	9	26	0.346	11	14	0.786	6	32	38	23	7	8	15	18	94	17305	 07-43 
38	81	0.469	10	29	0.345	17	22	0.773	13	29	42	17	12	8	14	21	103	18847	 08-43 
34	90	0.378	6	25	0.24	18	21	0.857	11	43	54	20	7	5	20	31	92	13310	 08-44 
42	91	0.462	15	35	0.429	11	17	0.647	18	26	44	29	9	10	19	21	110	12501	 08-45 
40	76	0.526	12	27	0.444	22	26	0.846	3	29	32	20	11	4	19	27	114	16953	 08-46 
37	77	0.481	12	28	0.429	17	27	0.63	8	27	35	19	8	4	15	31	103	20194	 08-47 
43	79	0.544	10	21	0.476	19	26	0.731	6	30	36	23	7	4	22	29	115	13745	 08-48 
33	83	0.398	7	23	0.304	18	26	0.692	10	30	40	18	8	4	14	24	91	13429	 08-49 
35	82	0.427	8	25	0.32	16	21	0.762	7	34	41	21	10	5	11	19	94	16511	 08-50 
41	77	0.532	5	22	0.227	29	37	0.784	3	31	34	20	6	7	17	21	116	16168	 08-51 
43	89	0.483	10	32	0.313	12	21	0.571	6	26	32	27	8	4	11	27	108	15096	 08-52 
34	85	0.4	13	33	0.394	18	26	0.692	7	31	38	23	8	5	14	24	99	11143	 08-53 
36	95	0.379	9	31	0.29	21	27	0.778	15	29	44	21	12	5	8	27	102	17610	 08-54 
37	85	0.435	11	31	0.355	13	22	0.591	12	28	40	20	5	7	11	21	98	19820	 08-55 
35	86	0.407	12	33	0.364	22	32	0.688	16	26	42	23	8	5	18	28	104	15237	 08-56 
38	84	0.452	9	28	0.321	10	15	0.667	11	38	49	25	5	6	16	20	95	14128	 09-56 
39	84	0.464	10	25	0.4	23	27	0.852	6	30	36	24	11	2	12	16	111	16087	 09-57 
41	88	0.466	11	30	0.367	21	26	0.808	9	25	34	26	6	4	17	21	114	14560	 09-58 
35	91	0.385	6	33	0.182	18	26	0.692	8	32	40	17	16	3	11	20	94	10521	 09-59 
35	89	0.393	10	29	0.345	17	27	0.63	10	26	36	24	11	5	8	17	97	20388	 09-60 
39	92	0.424	8	21	0.381	19	27	0.704	12	28	40	28	5	7	11	19	105	15103	 09-61 
31	80	0.388	4	18	0.222	9	14	0.643	10	34	44	15	4	4	15	17	75	16155	 09-62 
37	94	0.394	15	37	0.405	14	15	0.933	8	37	45	26	7	4	9	27	103	10684	 09-63 
39	93	0.419	10	38	0.263	17	24	0.708	10	43	53	21	5	6	13	22	105	19506	 09-64 
42	90	0.467	10	30	0.333	11	12	0.917	9	28	37	27	10	3	12	20	105	19596	 09-65 
30	96	0.313	16	44	0.364	9	10	0.9	9	36	45	20	8	5	10	18	85	14486	 09-66 
33	90	0.367	10	39	0.256	15	21	0.714	9	39	48	24	5	7	9	20	91	19244	 09-67 
34	83	0.41	16	37	0.432	18	26	0.692	8	30	38	23	3	1	16	22	102	19213	 09-68 
40	88	0.455	13	34	0.382	14	17	0.824	11	30	41	31	10	6	8	15	107	10978	 10-68 
32	91	0.352	14	37	0.378	24	36	0.667	15	31	46	25	7	5	9	20	102	16076	 10-69 
39	96	0.406	13	46	0.283	17	25	0.68	13	32	45	24	12	6	13	19	108	16267	 10-70 
35	77	0.455	15	35	0.429	13	25	0.52	7	25	32	24	8	6	13	18	98	19800	 10-71 
37	81	0.457	17	35	0.486	14	18	0.778	4	27	31	28	10	7	13	24	105	21777	 10-72 
