fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
30	87	0.345	8	35	0.229	17	26	0.654	15	29	44	17	13	8	16	19	85	18240	 00-01 
30	82	0.366	5	23	0.217	27	36	0.75	12	37	49	19	3	9	16	20	92	18142	 00-02 
32	79	0.405	10	36	0.278	15	18	0.833	3	31	34	20	9	3	17	23	89	19600	 00-03 
41	89	0.461	9	29	0.31	19	29	0.655	7	27	34	22	18	7	12	22	110	17224	 01-03 
42	88	0.477	11	34	0.324	24	34	0.706	16	32	48	28	8	1	19	20	119	16735	 02-03 
40	82	0.488	15	36	0.417	21	27	0.778	14	35	49	23	8	4	21	26	116	16983	 03-03 
38	86	0.442	7	30	0.233	26	29	0.897	11	36	47	16	7	3	14	27	109	19361	 04-03 
42	98	0.429	8	34	0.235	6	12	0.5	13	32	45	25	9	9	7	14	98	18155	 04-04 
33	77	0.429	9	29	0.31	23	31	0.742	8	32	40	19	10	8	20	25	98	16113	 04-05 
32	84	0.381	9	34	0.265	25	32	0.781	12	31	43	22	9	5	12	23	98	18231	 04-06 
36	85	0.424	11	32	0.344	12	23	0.522	14	32	46	23	10	6	22	20	95	17005	 04-07 
32	92	0.348	14	44	0.318	30	35	0.857	13	38	51	22	11	6	17	20	108	17107	 05-07 
28	74	0.378	6	29	0.207	22	37	0.595	9	40	49	15	11	9	23	23	84	17555	 05-08 
35	81	0.432	12	28	0.429	20	28	0.714	16	26	42	18	6	4	12	26	102	18226	 05-09 
30	71	0.423	10	34	0.294	23	27	0.852	6	31	37	19	14	7	19	22	93	18143	 05-10 
38	73	0.521	11	20	0.55	29	37	0.784	10	39	49	21	5	6	22	21	116	17306	 06-10 
43	95	0.453	7	25	0.28	23	36	0.639	17	22	39	16	16	2	8	19	116	19812	 07-10 
35	88	0.398	11	27	0.407	24	28	0.857	16	29	45	19	11	7	16	27	105	14818	 07-11 
36	87	0.414	8	27	0.296	28	39	0.718	9	33	42	20	9	7	10	23	108	17339	 08-11 
39	84	0.464	12	26	0.462	10	18	0.556	15	30	45	20	12	5	18	22	100	20339	 09-11 
36	78	0.462	16	34	0.471	32	43	0.744	13	30	43	25	9	5	17	18	120	17318	 10-11 
39	82	0.476	15	35	0.429	12	17	0.706	10	26	36	26	20	3	23	15	105	13319	 10-12 
40	83	0.482	12	33	0.364	17	25	0.68	6	36	42	23	8	4	19	23	109	16041	 11-12 
47	90	0.522	15	33	0.455	17	28	0.607	15	37	52	32	16	7	16	15	126	18456	 12-12 
41	87	0.471	18	40	0.45	8	11	0.727	5	21	26	26	14	1	11	22	108	12022	 12-13 
34	82	0.415	12	39	0.308	17	23	0.739	7	29	36	22	17	3	21	28	97	17317	 12-14 
34	88	0.386	12	31	0.387	27	42	0.643	23	31	54	22	9	8	13	17	107	18997	 13-14 
34	76	0.447	8	25	0.32	31	49	0.633	13	42	55	22	7	7	15	29	107	18212	 14-14 
33	71	0.465	7	28	0.25	29	41	0.707	9	40	49	18	3	4	19	33	102	18236	 15-14 
41	83	0.494	7	29	0.241	12	17	0.706	9	27	36	19	5	6	11	18	101	17061	 15-15 
