fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
37	87	0.425	7	19	0.368	16	23	0.696	7	40	47	13	6	10	13	22	97	21957	 01-00 
42	78	0.538	14	28	0.5	17	20	0.85	5	34	39	20	9	3	19	24	115	17732	 02-00 
34	84	0.405	7	22	0.318	19	26	0.731	8	42	50	18	8	8	19	24	94	16035	 02-01 
33	87	0.379	7	28	0.25	19	22	0.864	11	36	47	23	7	8	13	16	92	21585	 03-01 
44	90	0.489	14	30	0.467	3	8	0.375	4	29	33	26	5	0	12	19	105	15136	 03-02 
40	90	0.444	7	18	0.389	17	21	0.81	11	36	47	20	3	7	6	17	104	21861	 04-02 
33	93	0.355	11	32	0.344	16	23	0.696	10	40	50	20	7	6	18	26	93	21988	 04-03 
41	96	0.427	10	25	0.4	19	23	0.826	13	45	58	28	6	10	14	19	111	13879	 05-03 
37	84	0.44	4	16	0.25	24	31	0.774	10	47	57	27	4	6	11	16	102	21749	 06-03 
35	86	0.407	6	15	0.4	20	32	0.625	10	38	48	26	9	9	8	20	96	21660	 07-03 
41	83	0.494	9	19	0.474	12	14	0.857	11	36	47	24	7	2	19	17	103	17377	 08-03 
35	88	0.398	7	22	0.318	17	23	0.739	15	28	43	22	11	2	12	19	94	19596	 08-04 
33	86	0.384	7	18	0.389	20	23	0.87	6	38	44	19	6	3	10	18	93	19393	 09-04 
32	92	0.348	11	26	0.423	17	20	0.85	9	38	47	21	7	7	15	23	92	18165	 09-05 
37	86	0.43	6	16	0.375	12	20	0.6	12	39	51	25	4	6	10	21	92	21909	 10-05 
36	89	0.404	6	17	0.353	21	27	0.778	15	47	62	22	3	10	14	17	99	21349	 11-05 
37	89	0.416	9	25	0.36	13	19	0.684	12	40	52	29	5	5	14	19	96	21770	 11-06 
41	90	0.456	6	21	0.286	13	18	0.722	16	32	48	28	11	8	20	19	101	21337	 11-07 
39	91	0.429	6	21	0.286	16	23	0.696	15	35	50	22	7	5	16	18	100	17318	 11-08 
31	87	0.356	7	23	0.304	14	16	0.875	13	41	54	20	8	6	11	12	83	21491	 12-08 
33	78	0.423	8	20	0.4	24	29	0.828	7	41	48	17	6	6	13	10	98	21605	 13-08 
43	85	0.506	8	22	0.364	21	26	0.808	10	43	53	28	7	8	13	15	115	21166	 14-08 
38	86	0.442	9	24	0.375	13	19	0.684	9	36	45	22	5	6	14	17	98	21032	 15-08 
50	120	0.417	5	22	0.227	39	44	0.886	20	42	62	21	5	9	16	35	144	21534	 15-09 
37	94	0.394	5	21	0.238	12	17	0.706	18	29	47	17	7	1	13	20	91	19812	 15-10 
43	95	0.453	9	26	0.346	7	13	0.538	15	30	45	32	8	8	13	15	102	21825	 15-11 
40	92	0.435	7	18	0.389	18	20	0.9	16	37	53	22	8	6	16	19	105	18203	 16-11 
42	78	0.538	8	21	0.381	19	26	0.731	13	28	41	20	7	7	17	23	111	20392	 16-12 
