fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
35	88	0.398	8	28	0.286	20	24	0.833	9	38	47	21	3	9	12	32	98	19068	 00-01 
35	81	0.432	11	26	0.423	27	36	0.75	10	38	48	21	3	3	14	24	108	14816	 01-01 
42	89	0.472	5	25	0.2	26	26	1	12	37	49	22	8	7	13	16	115	16149	 02-01 
41	87	0.471	5	20	0.25	22	27	0.815	9	38	47	18	5	4	16	26	109	14625	 02-02 
43	79	0.544	12	23	0.522	35	38	0.921	5	39	44	17	8	4	15	21	133	18055	 03-02 
56	103	0.544	16	29	0.552	8	13	0.615	14	43	57	35	7	9	14	25	136	16491	 04-02 
35	74	0.473	7	20	0.35	33	43	0.767	6	32	38	18	6	7	24	26	110	18203	 04-03 
38	86	0.442	9	23	0.391	28	33	0.848	8	34	42	19	6	7	18	28	113	20246	 04-04 
41	86	0.477	13	26	0.5	25	33	0.758	10	40	50	22	5	3	13	23	120	15953	 05-04 
43	88	0.489	14	31	0.452	20	22	0.909	13	30	43	30	5	4	12	27	120	16564	 06-04 
41	89	0.461	8	23	0.348	15	20	0.75	7	34	41	19	2	10	7	22	105	19170	 06-05 
46	99	0.465	14	34	0.412	22	27	0.815	10	44	54	26	6	6	17	19	128	17486	 07-05 
43	91	0.473	5	20	0.25	30	34	0.882	6	43	49	23	11	5	15	23	121	19068	 08-05 
40	85	0.471	8	23	0.348	28	35	0.8	9	41	50	23	2	3	12	25	116	17463	 09-05 
48	95	0.505	11	23	0.478	20	24	0.833	9	29	38	23	4	1	8	25	127	12944	 10-05 
40	93	0.43	10	33	0.303	37	47	0.787	15	37	52	24	9	8	15	22	127	14323	 11-05 
46	89	0.517	11	27	0.407	15	18	0.833	7	37	44	20	6	4	17	28	118	14499	 11-06 
40	94	0.426	8	23	0.348	24	27	0.889	8	40	48	26	6	5	11	23	112	15418	 12-06 
38	90	0.422	5	25	0.2	23	34	0.676	11	37	48	15	9	5	4	13	104	19138	 13-06 
40	86	0.465	11	21	0.524	24	32	0.75	18	38	56	21	6	7	21	17	115	16372	 14-06 
50	90	0.556	12	28	0.429	21	28	0.75	8	30	38	25	7	5	9	21	133	17583	 15-06 
42	95	0.442	9	24	0.375	17	22	0.773	8	36	44	23	9	5	10	22	110	19551	 15-07 
