fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
41	79	0.519	13	27	0.481	28	38	0.737	5	39	44	21	8	4	17	19	123	17583	 01-00 
40	89	0.449	19	46	0.413	24	29	0.828	10	28	38	24	11	4	16	19	123	18306	 01-01 
29	82	0.354	8	32	0.25	18	23	0.783	10	40	50	18	6	6	15	22	84	18306	 01-02 
34	78	0.436	10	29	0.345	22	28	0.786	9	38	47	21	7	5	18	21	100	18055	 02-02 
46	88	0.523	10	32	0.313	30	37	0.811	6	37	43	32	7	7	13	26	132	16373	 03-02 
42	80	0.525	10	25	0.4	19	22	0.864	8	35	43	25	8	6	18	27	113	19571	 04-02 
47	97	0.485	13	30	0.433	18	30	0.6	20	28	48	25	9	5	14	22	125	10079	 04-03 
36	77	0.468	14	36	0.389	14	25	0.56	10	29	39	21	3	5	14	25	100	18306	 04-04 
33	81	0.407	6	31	0.194	16	24	0.667	10	30	40	22	12	7	12	21	88	19520	 04-05 
38	86	0.442	8	31	0.258	27	41	0.659	12	28	40	29	10	4	12	19	111	18306	 04-06 
43	89	0.483	13	37	0.351	18	26	0.692	8	27	35	31	12	10	11	32	117	18306	 05-06 
43	77	0.558	13	34	0.382	24	30	0.8	8	37	45	29	4	4	16	21	123	18306	 06-06 
32	82	0.39	9	32	0.281	23	30	0.767	13	36	49	19	7	6	15	25	96	13477	 07-06 
25	81	0.309	6	35	0.171	12	19	0.632	8	25	33	16	11	3	21	21	68	19371	 07-07 
41	88	0.466	4	22	0.182	21	37	0.568	10	29	39	15	10	4	13	25	107	20485	 07-08 
35	78	0.449	11	38	0.289	17	27	0.63	7	39	46	23	11	4	14	23	98	18624	 08-08 
36	74	0.486	11	25	0.44	11	16	0.688	3	33	36	26	6	10	18	18	94	17000	 08-09 
38	88	0.432	12	39	0.308	22	31	0.71	12	34	46	21	7	7	10	21	110	18306	 08-10 
33	85	0.388	4	23	0.174	13	17	0.765	7	34	41	22	12	3	19	21	83	18997	 08-11 
49	92	0.533	10	30	0.333	25	33	0.758	13	36	49	30	11	5	18	26	133	16048	 09-11 
34	81	0.42	8	31	0.258	12	17	0.706	10	28	38	25	10	4	17	17	88	18306	 09-12 
39	82	0.476	9	28	0.321	14	21	0.667	8	40	48	17	10	6	19	25	101	12928	 10-12 
44	81	0.543	18	40	0.45	13	18	0.722	6	35	41	32	5	5	14	13	119	15812	 11-12 
39	89	0.438	11	33	0.333	11	15	0.733	10	40	50	21	8	6	13	18	100	19600	 11-13 
51	84	0.607	20	33	0.606	17	20	0.85	5	37	42	38	12	5	17	20	139	18306	 12-13 
45	89	0.506	8	32	0.25	20	27	0.741	12	35	47	26	16	4	12	24	118	18306	 13-13 
37	85	0.435	9	29	0.31	14	19	0.737	9	29	38	23	8	4	14	15	97	17834	 13-14 
43	84	0.512	8	29	0.276	19	30	0.633	11	34	45	30	11	4	20	28	113	18203	 13-15 
40	76	0.526	16	32	0.5	15	21	0.714	7	45	52	29	6	4	17	19	111	18306	 14-15 
28	89	0.315	7	29	0.241	26	28	0.929	11	31	42	17	13	4	10	19	89	20011	 14-16 
32	82	0.39	10	35	0.286	23	31	0.742	11	41	52	23	9	4	23	25	97	18055	 14-17 
37	93	0.398	16	42	0.381	18	22	0.818	10	42	52	30	7	6	16	16	108	18306	 15-17 
47	85	0.553	16	31	0.516	10	17	0.588	6	36	42	35	7	6	15	21	120	19127	 16-17 
42	93	0.452	11	34	0.324	11	18	0.611	10	34	44	35	12	4	13	19	106	18306	 16-18 
46	83	0.554	13	29	0.448	12	23	0.522	9	40	49	20	7	10	17	19	117	18306	 17-18 
33	86	0.384	11	35	0.314	20	27	0.741	12	32	44	19	11	1	16	19	97	18306	 17-19 
51	93	0.548	16	36	0.444	11	14	0.786	15	45	60	30	8	6	17	27	129	18306	 18-19 
42	97	0.433	9	32	0.281	23	29	0.793	12	31	43	23	6	4	4	27	116	19800	 18-20 
42	82	0.512	14	35	0.4	19	22	0.864	8	39	47	28	6	9	11	19	117	19432	 19-20 
39	82	0.476	7	21	0.333	25	32	0.781	7	35	42	24	12	6	12	23	110	17255	 20-20 
36	86	0.419	14	37	0.378	16	23	0.696	11	35	46	20	6	6	15	21	102	17341	 20-21 
41	84	0.488	12	33	0.364	12	14	0.857	4	40	44	24	5	3	13	20	106	18306	 21-21 
38	96	0.396	15	42	0.357	22	32	0.688	15	50	65	24	9	9	16	20	113	18306	 22-21 
38	88	0.432	16	45	0.356	18	25	0.72	10	42	52	23	6	11	13	18	110	18306	 23-21 
31	80	0.388	12	37	0.324	26	36	0.722	11	44	55	20	5	3	17	18	100	18306	 24-21 
44	86	0.512	11	33	0.333	30	37	0.811	8	40	48	27	9	7	13	15	129	15535	 25-21 
44	85	0.518	13	37	0.351	14	15	0.933	8	40	48	33	6	5	19	22	115	18306	 26-21 
36	91	0.396	7	33	0.212	25	31	0.806	13	35	48	21	5	8	15	19	104	18306	 26-22 
38	88	0.432	19	46	0.413	19	27	0.704	12	28	40	28	7	7	13	20	114	18306	 27-22 
37	94	0.394	13	40	0.325	19	25	0.76	16	31	47	25	9	8	11	19	106	18306	 28-22 
46	86	0.535	15	39	0.385	18	25	0.72	6	30	36	30	8	5	9	17	125	14542	 29-22 
38	85	0.447	11	34	0.324	18	21	0.857	8	28	36	24	9	4	16	22	105	19393	 29-23 
46	87	0.529	12	35	0.343	24	30	0.8	11	40	51	31	4	6	15	22	128	18306	 30-23 
31	86	0.36	11	41	0.268	25	36	0.694	14	37	51	19	8	9	20	21	98	18306	 30-24 
