fieldgoal	fieldgoalattempt	fgpct	3pt	3pa	3ptrate	fthrw	fta	ftpct	orb	drb	trb	ast	stl	blk	tov	pfoul	pts	 	W/L
25	84	0.298	10	29	0.345	23	28	0.821	7	21	28	16	11	3	7	18	83	17923	 00-01 
44	81	0.543	13	26	0.5	30	43	0.698	7	34	41	32	9	4	16	29	131	17019	 01-01 
31	84	0.369	9	28	0.321	21	26	0.808	7	36	43	18	10	2	10	22	92	18306	 02-01 
36	94	0.383	10	37	0.27	10	13	0.769	13	36	49	18	7	6	15	25	92	14198	 02-02 
44	79	0.557	9	26	0.346	20	22	0.909	3	36	39	30	12	1	12	21	117	15926	 03-02 
36	74	0.486	13	28	0.464	22	31	0.71	6	32	38	28	16	3	15	20	107	14106	 04-02 
38	75	0.507	13	26	0.5	21	34	0.618	9	30	39	23	9	3	11	29	110	18306	 05-02 
36	76	0.474	7	23	0.304	21	29	0.724	9	21	30	19	13	3	13	21	100	13074	 05-03 
38	83	0.458	9	27	0.333	16	21	0.762	4	26	30	31	8	8	10	19	101	19596	 05-04 
30	70	0.429	8	21	0.381	21	25	0.84	8	28	36	19	7	7	17	22	89	15832	 06-04 
45	103	0.437	11	30	0.367	11	15	0.733	15	30	45	16	9	3	11	18	112	16904	 07-04 
33	79	0.418	4	24	0.167	18	23	0.783	8	34	42	19	7	9	16	28	88	13477	 07-05 
42	83	0.506	14	36	0.389	18	24	0.75	4	30	34	24	8	4	12	20	116	16817	 08-05 
43	85	0.506	11	25	0.44	15	24	0.625	9	31	40	24	11	5	13	23	112	13811	 09-05 
35	82	0.427	12	28	0.429	18	25	0.72	10	33	43	26	11	9	12	20	100	13179	 10-05 
37	79	0.468	12	30	0.4	12	14	0.857	5	40	45	29	8	11	15	21	98	15997	 11-05 
39	81	0.481	8	25	0.32	18	21	0.857	4	36	40	21	4	7	9	25	104	18354	 12-05 
42	92	0.457	9	27	0.333	14	18	0.778	6	41	47	29	6	7	16	29	107	15418	 12-06 
38	86	0.442	11	30	0.367	11	19	0.579	6	35	41	27	5	19	7	23	98	14331	 12-07 
43	85	0.506	10	29	0.345	18	21	0.857	11	24	35	27	9	5	13	23	114	14187	 12-08 
50	101	0.495	12	30	0.4	19	22	0.864	11	34	45	27	8	6	17	23	131	12983	 13-08 
33	79	0.418	11	28	0.393	18	23	0.783	3	32	35	19	7	7	14	24	95	20334	 13-09 
37	85	0.435	7	28	0.25	15	24	0.625	11	38	49	18	9	6	15	27	96	14144	 14-09 
39	83	0.47	8	19	0.421	21	28	0.75	10	32	42	30	10	7	11	25	107	18447	 15-09 
34	84	0.405	6	30	0.2	14	18	0.778	9	27	36	17	13	7	15	19	88	17794	 15-10 
37	74	0.5	9	27	0.333	16	17	0.941	6	28	34	22	7	4	14	19	99	15278	 15-11 
34	82	0.415	8	24	0.333	16	24	0.667	9	42	51	19	9	10	12	22	92	16282	 16-11 
35	83	0.422	8	29	0.276	19	25	0.76	10	24	34	21	9	5	7	18	97	16313	 16-12 
40	75	0.533	5	23	0.217	12	17	0.706	6	29	35	20	8	6	14	22	97	16777	 16-13 
36	79	0.456	7	25	0.28	14	18	0.778	2	39	41	24	6	4	16	23	93	19596	 16-14 
33	78	0.423	9	27	0.333	17	19	0.895	11	25	36	22	12	10	14	21	92	19412	 16-15 
37	80	0.463	16	32	0.5	9	10	0.9	8	36	44	24	7	8	18	25	99	16369	 16-16 
42	90	0.467	14	26	0.538	9	14	0.643	9	34	43	24	9	7	9	20	107	18997	 17-16 
